Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,17,132,228,19.21,135,0,248596132299,255796458688
20000000,20000344,20000344,1472,62,132,673,20.07,132,0,130377640426,138031083480
50000000,50000664,50000664,1472,12,135,740,29.58,136,0,59207045872,67542900366
100000000,100000666,100000666,1472,67,158,517,82.61,121,0,34096732438,43909649833
200000000,200002796,199998796,1472,26,211,533,106.39,146,0,20959637956,32223411275
300000000,300005537,300001036,1472,85,291,574,114.69,278,0,16622667165,28289998600
400000000,400010682,400000681,1472,182,387,890,87.29,386,0,14230742946,26283379249
500000000,499988879,499996379,1472,308,565,938,91.24,545,0,13054543828,25085039761
600000000,600006775,600000775,1472,628,758,894,51.10,757,0,11685969531,24263122086
700000000,700009814,699999314,1472,653,738,999,34.53,739,0,10473721603,23815180790
800000000,799999998,800003998,1472,661,745,840,24.58,744,0,9360146906,23393382677
900000000,900008816,899999816,1472,695,751,828,12.08,752,0,8172608358,23066221605
1000000000,957099726,999996765,1472,1296,1329,1403,10.77,1330,0,7441284521,23049834089
