Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,14,149,4381,42.11,150,0,248856082806,255792567917
20000000,20000341,20000341,1472,33,154,1785,42.27,154,0,131045011588,138039002588
50000000,50000665,50000665,1472,42,144,663,41.28,136,0,58681307871,67539677831
100000000,100000653,100000653,1472,40,184,513,89.75,140,0,34549152542,43908602597
200000000,200000602,199998601,1472,39,210,543,106.05,144,0,21386250746,32225372197
300000000,299995342,300001342,1472,100,281,587,114.49,276,0,16259986227,28288441809
400000000,399998605,400000605,1472,158,367,787,91.35,376,0,14453554131,26285494569
500000000,499998910,499993910,1472,303,525,934,69.01,519,0,13046335667,25084674398
600000000,600009297,600003297,1472,637,754,897,49.94,753,0,11792877754,24283481679
700000000,700003208,699996208,1472,665,746,996,35.72,750,0,10642011167,23813943888
800000000,800017729,800005729,1472,687,754,1104,26.04,754,0,9623643764,23392671240
900000000,900000820,900000820,1472,714,764,835,17.97,764,0,8643507437,23064237113
1000000000,957893214,999990313,1472,1309,1336,1410,9.11,1339,0,7911807628,22883328362
