Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,31,152,4261,13.86,151,0,248505982762,255967100309
20000000,20000342,20000342,1472,60,141,240,17.69,150,0,130356740025,138035492639
50000000,50000658,50000658,1472,53,137,427,7.42,137,0,58322117094,67518298479
100000000,100000324,100000324,1472,78,181,546,95.46,138,0,34734425801,43910248628
200000000,200000007,199998007,1472,97,207,501,104.94,138,0,20717306965,32224598233
300000000,300002803,300001303,1472,111,291,560,112.35,285,0,16668603113,28292261555
400000000,400002545,399998545,1472,167,385,770,86.51,390,0,14409327950,26270364638
500000000,500008728,499996228,1472,385,613,897,80.22,608,0,12686405204,25084767069
600000000,600006852,600003852,1472,636,749,940,49.41,748,0,11547976097,24264171167
700000000,699995770,699995770,1472,655,740,989,34.64,741,0,10360812921,23813910917
800000000,800001018,800009018,1472,674,750,834,24.19,749,0,9173099534,23396304237
900000000,900004775,900000275,1472,693,743,844,10.91,744,0,7868486549,23066490528
1000000000,958670510,999995224,1472,1248,1336,1778,10.72,1336,0,7133535759,23000230516
