Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,83,151,289,4.47,151,0,248250406143,255796495958
20000000,20000342,20000342,1472,64,148,277,11.14,150,0,130404239124,138018039319
50000000,50000654,50000654,1472,15,132,405,13.82,136,0,58643931721,67536959555
100000000,100001135,100000635,1472,28,187,673,89.84,143,0,34343532623,43912313797
200000000,200004791,199998791,1472,77,211,549,106.98,148,0,20945425857,32230837282
300000000,300004245,300001245,1472,108,290,649,112.85,275,0,17292708453,28289857283
400000000,400009050,400001050,1472,177,375,928,87.69,383,0,14452984497,26287699636
500000000,500015894,499995894,1472,373,595,913,79.41,588,0,12838941382,25087124369
600000000,600007883,600001883,1472,628,756,969,50.77,755,0,11698111879,24285929328
700000000,700008254,699997754,1472,654,741,954,35.30,748,0,10447036483,23812135286
800000000,800003735,800007735,1472,679,750,1098,25.46,749,0,9345693882,23396537040
900000000,900008042,899999042,1472,711,748,1340,15.39,748,0,8145950215,23059103521
1000000000,956786454,999995825,1472,1218,1332,1933,13.82,1332,0,7479781443,23084510441
