Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,80,135,3482,34.41,140,0,248658188612,255787994321
20000000,20000344,20000344,1472,36,144,2005,26.19,151,0,130850684402,138024104124
50000000,50000660,50000660,1472,55,133,300,18.14,135,0,59242176823,67535480078
100000000,100001121,100000621,1472,72,163,473,92.21,116,0,34072772516,43913663761
200000000,200002855,199998855,1472,12,210,555,107.32,152,0,20541800196,32222681515
300000000,300006462,300003462,1472,107,288,618,112.79,279,0,16418770965,28292731407
400000000,400006095,400000095,1472,160,371,752,83.07,380,0,14376580513,26286335915
500000000,500007483,499997482,1472,342,594,964,88.33,581,0,12862298000,25088398321
600000000,599997719,600000718,1472,628,751,905,50.04,750,0,11702166223,24284332843
700000000,700006224,699995723,1472,655,742,865,35.33,748,0,10461908780,23814759191
800000000,800005500,800009500,1472,678,747,851,23.87,746,0,9375550262,23394450889
900000000,900003400,900003400,1472,706,748,864,11.87,747,0,8227148214,23065092912
1000000000,956967013,999997309,1472,1099,1332,1757,13.00,1331,0,7603142631,23037964968
