Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,27,140,4141,23.35,150,0,248376867451,255794984800
20000000,20000341,20000341,1472,29,141,2121,21.68,151,0,130778425078,138208181215
50000000,50000577,50000577,1472,52,155,560,68.28,141,0,58699163062,67541534397
100000000,100000655,100000655,1472,57,193,521,91.93,153,0,34463665701,43911941720
200000000,200002045,199999045,1472,111,208,518,100.32,140,0,21554066405,32224891726
300000000,300004868,300003368,1472,112,296,562,115.95,283,0,16606777910,28274385639
400000000,400001373,399999373,1472,177,396,990,87.29,398,0,14071236891,26284778241
500000000,499989225,499994225,1472,374,591,926,86.96,579,0,12786190026,25086193042
600000000,600004176,600004176,1472,623,756,933,51.24,755,0,11523935956,24274815118
700000000,700002064,699995064,1472,640,744,1036,37.11,749,0,10220118131,23812908088
800000000,800013449,800005449,1472,673,743,1118,25.30,742,0,9057806994,23397448962
900000000,900005377,900000877,1472,696,746,1193,17.00,747,0,7893190612,23068562723
1000000000,956232054,999992722,1472,1289,1335,1879,13.19,1335,0,7118684037,23057927159
