Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,31,139,688,19.24,150,0,248800033520,255798905611
20000000,20000346,20000346,1472,16,130,1667,20.62,118,0,130600602899,138021523559
50000000,50000653,50000653,1472,29,152,608,55.60,137,0,59192124580,67518107478
100000000,100000299,100000299,1472,53,175,505,86.09,139,0,34534675818,43894785950
200000000,200003034,199998034,1472,84,203,542,103.06,137,0,20849293124,32224779919
300000000,300008106,300002106,1472,107,284,619,111.26,281,0,16365773783,28291410471
400000000,400006588,399998588,1472,181,378,928,83.80,388,0,14325304489,26268854913
500000000,499999813,499997313,1472,327,570,942,85.64,554,0,12944486596,25082951125
600000000,600005934,600002934,1472,619,751,893,50.12,751,0,11675501510,24264289674
700000000,700013767,699996267,1472,655,740,1018,35.38,740,0,10458557678,23812718396
800000000,800007676,800007676,1472,666,744,1154,24.39,744,0,9366184189,23391059992
900000000,900007183,900002683,1472,713,749,1203,15.07,749,0,8180505191,23060638879
1000000000,954284054,999995093,1472,1245,1330,1904,20.81,1329,0,7405038841,23078187772
