Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,66,133,4237,22.74,148,0,248909111000,255966224553
20000000,20000342,20000342,1472,26,142,1882,21.28,150,0,130712794336,138034088835
50000000,50000665,50000665,1472,16,132,743,16.37,135,0,59015827150,67541307849
100000000,100000638,100000638,1472,66,160,828,77.76,138,0,34967781915,43891738562
200000000,200003640,199999640,1472,48,216,511,107.87,151,0,21822972147,32228598452
300000000,300004275,300002775,1472,112,317,643,116.75,303,0,17377702673,28289325609
400000000,400008949,399998947,1472,202,369,601,86.73,377,0,14616354476,26289590931
500000000,500000343,499995343,1472,298,517,976,89.88,510,0,13129115684,25064017351
600000000,600011055,600002054,1472,589,757,926,50.33,757,0,11823126733,24284765704
700000000,700011114,699997114,1472,656,744,910,34.83,749,0,10669516684,23816339716
800000000,800005026,800009026,1472,688,753,1222,25.44,752,0,9651432828,23392102845
900000000,900001852,900001852,1472,705,756,1198,16.37,755,0,8685693346,23066950453
1000000000,958249511,999992076,1472,1289,1337,1905,15.97,1338,0,7980473313,22883085575
