Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,66,143,4337,26.72,150,0,248744969505,255800557436
20000000,20000341,20000341,1472,62,141,828,18.87,150,0,130353530775,138207093682
50000000,50000654,50000654,1472,69,133,658,15.65,136,0,58745992456,67544118641
100000000,100001189,100000689,1472,66,164,548,92.89,120,0,33924048346,43909956156
200000000,200003153,199998153,1472,13,211,541,104.86,147,0,21068082411,32224989909
300000000,300006166,300001666,1472,110,292,622,113.20,280,0,16695976093,28291060172
400000000,399998044,399998044,1472,190,389,959,86.30,390,0,14202909115,26271856407
500000000,499993125,499995625,1472,386,602,917,84.16,593,0,12786843822,25087908266
600000000,600005056,600002055,1472,634,752,893,50.14,750,0,11632069733,24283554275
700000000,700017460,699996458,1472,648,742,859,35.64,748,0,10359633418,23814318520
800000000,800012906,800000906,1472,644,746,1413,24.60,745,0,9262540788,23394879736
900000000,899978809,900001309,1472,706,745,1145,12.53,744,0,8063028894,23057949093
1000000000,956794215,999996321,1472,1173,1330,1762,12.08,1330,0,7378895949,23084143403
