Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,37,131,4170,41.65,118,0,249007838081,255794714520
20000000,20000342,20000342,1472,13,144,447,18.14,150,0,130676553532,138027455238
50000000,50000665,50000665,1472,71,150,859,49.09,140,0,59569693605,67526425480
100000000,100000339,100000339,1472,23,189,738,89.18,152,0,35239796313,43900973245
200000000,200003216,199999216,1472,86,207,554,107.35,140,0,21170547167,32226813440
300000000,300011947,299999947,1472,96,283,613,114.84,272,0,16976417888,28274131286
400000000,400005840,399999840,1472,177,368,670,85.60,379,0,14362222854,26285403115
500000000,500006526,499996526,1472,279,535,903,71.71,525,0,13083938090,25085388448
600000000,600012736,600000736,1472,633,752,892,49.65,751,0,11779604638,24286141198
700000000,700008150,699997650,1472,641,750,917,36.43,751,0,10505165189,23812789285
800000000,800005093,800005093,1472,665,747,839,22.89,746,0,9449436601,23395184088
900000000,899945796,899999792,1472,699,753,1375,20.42,751,0,8486185599,23066793368
1000000000,958001598,999991356,1472,1293,1340,1418,7.55,1341,0,7701551964,22852340722
