Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,80,139,718,19.95,152,0,248271470861,255965651922
20000000,20000342,20000342,1472,77,149,420,13.75,153,0,129737386744,138031076675
50000000,50000658,50000658,1472,18,134,440,13.93,138,0,57837169896,67516033548
100000000,100000695,100000195,1472,65,181,550,96.72,139,0,33717285998,43912751145
200000000,200001908,199998908,1472,43,222,552,102.92,159,0,21923641091,32226593445
300000000,300000655,300002155,1472,86,290,568,110.56,285,0,16181206269,28291382646
400000000,400008796,399998796,1472,173,381,968,85.89,390,0,14024717229,26284947725
500000000,500015683,499995680,1472,367,558,924,74.41,545,0,12766777403,25065539645
600000000,600004252,600001252,1472,636,755,896,50.35,754,0,11658284186,24284344794
700000000,700020165,699999165,1472,657,744,968,35.65,749,0,10453841816,23810829494
800000000,800012091,800004091,1472,688,751,1100,24.96,750,0,9455226259,23397226114
900000000,899992308,900001308,1472,714,750,826,12.53,749,0,8496319113,23066283164
1000000000,958114759,999995145,1472,1290,1336,1941,13.86,1335,0,7836849737,23035880753
