Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,72,133,4079,31.69,141,0,248422033404,255782927472
20000000,20000340,20000340,1472,69,145,1745,20.95,151,0,130618400458,138033898509
50000000,50000659,50000659,1472,19,155,526,64.56,137,0,58481490686,67535579487
100000000,100001176,100000676,1472,58,161,533,76.32,137,0,33879474328,43898167604
200000000,200001866,199998866,1472,95,214,572,110.73,165,0,20650304658,32225211162
300000000,300007265,300001265,1472,107,286,560,110.13,285,0,16491047414,28289727366
400000000,400005790,400001789,1472,205,381,802,83.17,386,0,14295014804,26269560309
500000000,500008543,499996043,1472,356,624,901,84.69,619,0,12774925555,25085505760
600000000,600006316,600000316,1472,628,754,915,50.47,753,0,11652661752,24275292487
700000000,700010543,700000043,1472,635,744,874,36.66,749,0,10428406118,23813841128
800000000,800002104,800006104,1472,678,748,834,23.66,747,0,9357450537,23394532681
900000000,899960582,900001081,1472,693,746,1182,15.81,746,0,8139664271,23066346127
1000000000,957459846,999994891,1472,1162,1332,1754,12.37,1332,0,7470790925,23062010167
