Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,28,151,251,4.90,151,0,248339187515,255773835560
20000000,20000341,20000341,1472,14,143,2088,21.86,150,0,130719717962,138026158203
50000000,50000669,50000669,1472,19,171,511,93.59,137,0,58510871515,67541751765
100000000,100000287,99999786,1472,75,181,533,97.36,137,0,33948983007,43893765111
200000000,200001230,199999230,1472,99,202,521,100.73,139,0,20835905021,32225619001
300000000,300005689,300002689,1472,99,280,560,112.25,280,0,16763203831,28289490678
400000000,399997960,399999959,1472,189,383,913,83.01,389,0,14239242877,26270432441
500000000,500009578,499997078,1472,295,568,953,84.16,551,0,12965221839,25086474835
600000000,600012468,600000468,1472,636,750,989,49.57,749,0,11559779233,24266009888
700000000,700008357,699997857,1472,651,741,866,34.93,746,0,10314962812,23815258873
800000000,800013178,800005178,1472,678,744,1135,23.77,743,0,9175106574,23393267286
900000000,899992222,900001222,1472,696,747,1297,16.49,746,0,7889385290,23068114292
1000000000,957687041,999989725,1472,1212,1330,1780,13.19,1330,0,7047327935,22880976504
