Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,25,135,255,20.17,149,0,248713218688,255791291932
20000000,20000340,20000340,1472,59,154,347,10.05,151,0,131010881831,138208980601
50000000,50000650,50000650,1472,10,145,312,11.00,143,0,59267726575,67538744758
100000000,100000568,100000568,1472,70,174,499,93.69,136,0,34746362099,43903402880
200000000,200003353,199998353,1472,18,223,627,108.02,160,0,22413847341,32226198795
300000000,300002899,300001399,1472,93,279,575,115.51,271,0,16350072045,28272807254
400000000,400004329,399998329,1472,179,372,646,86.92,383,0,14398037523,26273635430
500000000,500003661,499996160,1472,355,564,910,69.81,556,0,12939239290,25087500394
600000000,599994660,600003660,1472,636,754,898,50.03,753,0,11776178837,24264816438
700000000,700015276,699994275,1472,664,746,939,35.31,749,0,10635328159,23814821127
800000000,800000677,800008677,1472,679,755,1092,25.32,754,0,9624105484,23393795328
900000000,900004518,900004518,1472,700,753,1306,16.28,753,0,8647639655,23066536190
1000000000,957206150,999993949,1472,1285,1336,1509,7.07,1336,0,7980528076,23027514007
