Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,25,142,328,18.03,150,0,248675226133,255789741802
20000000,20000342,20000342,1472,49,140,380,18.71,150,0,130565956455,138041206687
50000000,50000651,50000651,1472,68,141,904,26.40,141,0,59242450311,67541347920
100000000,100000608,100000608,1472,61,169,482,83.78,135,0,34280106421,43915265366
200000000,200001263,199998263,1472,70,223,551,105.27,161,0,22539637098,32224815329
300000000,299999269,300000769,1472,79,280,623,112.16,281,0,16055898223,28272655205
400000000,400000491,400000491,1472,164,371,672,87.31,378,0,14728965241,26287353810
500000000,500023272,499995772,1472,367,566,951,79.09,553,0,13097769920,25068172365
600000000,600005055,600002055,1472,624,754,888,50.30,753,0,11795693587,24283777513
700000000,700003729,699996728,1472,639,740,861,35.03,740,0,10617511849,23814444045
800000000,800000270,800008270,1472,674,748,839,23.60,746,0,9596076942,23393343525
900000000,899995833,900000333,1472,691,749,831,12.45,748,0,8630205298,23070550169
1000000000,957321481,999990826,1472,1279,1327,1895,15.91,1329,0,7835498825,22848886468
