Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,57,134,4105,22.27,149,0,248705476088,255968764323
20000000,20000343,20000343,1472,39,133,292,21.49,135,0,130800918589,138209320045
50000000,50000661,50000661,1472,12,144,483,52.47,136,0,58642621649,67522310956
100000000,100000401,100000401,1472,56,173,536,89.36,137,0,33931305605,43913219320
200000000,200005480,199998480,1472,86,210,597,101.28,152,0,21425390703,32226522726
300000000,300003969,300000969,1472,102,290,580,112.63,286,0,16236058442,28291813994
400000000,400004855,399998855,1472,184,387,897,86.79,389,0,14319387232,26289593403
500000000,500006871,499994371,1472,369,573,934,86.62,557,0,12882233958,25066856608
600000000,600005475,600002475,1472,629,753,912,50.22,752,0,11681331449,24283421173
700000000,700009814,699995814,1472,634,741,955,35.44,748,0,10425427165,23814985314
800000000,800003938,800003938,1472,672,743,1082,23.79,742,0,9319373877,23396386231
900000000,900002798,900002798,1472,693,748,1227,16.55,748,0,8123445300,23067300238
1000000000,957915118,999994662,1472,1289,1334,1896,13.15,1334,0,7364527795,23026195074
