Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,68,136,258,19.16,149,0,248485362381,255777220598
20000000,20000346,20000346,1472,15,127,261,20.10,117,0,130678708734,138036998283
50000000,50000670,50000670,1472,75,119,811,14.28,115,0,59052521010,67535225144
100000000,100000367,100000367,1472,92,178,538,90.36,137,0,34817105317,43908501043
200000000,200002227,199998227,1472,75,206,602,108.71,133,0,21330399587,32224391430
300000000,300000894,300002394,1472,85,282,609,115.29,274,0,16726492390,28275902800
400000000,400012787,399998787,1472,160,366,650,85.60,378,0,14527061390,26270440235
500000000,500004430,499991930,1472,315,564,956,85.00,549,0,12910243004,25074098354
600000000,600005934,599999933,1472,626,755,942,50.31,754,0,11779715442,24283379721
700000000,700002739,699992239,1472,648,747,1023,35.69,750,0,10601659466,23813245425
800000000,800005433,800009433,1472,672,749,995,23.43,748,0,9559196815,23395143079
900000000,900007527,899998526,1472,693,754,1221,17.49,753,0,8583497427,23065720396
1000000000,957283795,999993723,1472,1187,1340,1894,13.78,1340,0,7905573011,23004001035
