Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,17,144,4179,29.34,151,0,248812001035,255792912116
20000000,20000340,20000340,1472,25,150,325,6.40,151,0,130557313055,138208013234
50000000,50000666,50000666,1472,55,124,408,13.71,124,0,58486277473,67545951035
100000000,100001143,100000643,1472,9,181,507,85.01,151,0,34701274709,43895087646
200000000,200002431,199998431,1472,107,220,522,105.81,152,0,22026756853,32226200310
300000000,300003406,300001906,1472,110,284,573,111.66,281,0,16187381705,28274787396
400000000,400013110,399999110,1472,176,377,953,84.52,385,0,14344421214,26287418718
500000000,500015576,499995576,1472,359,586,907,78.88,577,0,12847556982,25068142849
600000000,600008266,600002265,1472,604,750,954,49.74,750,0,11736073056,24284534882
700000000,700005809,699995309,1472,635,742,999,35.74,748,0,10460482347,23812670643
800000000,800004075,800008075,1472,668,746,1077,23.71,745,0,9279000279,23396249482
900000000,900008816,899999816,1472,693,749,977,12.49,749,0,8255936633,23068119488
1000000000,957241352,999989715,1472,1281,1328,1486,11.22,1329,0,7386279164,23075892637
