Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,29,149,475,16.34,153,0,248272260236,255966526563
20000000,20000342,20000342,1472,60,144,473,18.14,152,0,129895227563,138025863452
50000000,50000650,50000650,1472,68,135,630,16.94,138,0,58016614327,67516763111
100000000,100000801,100000301,1472,62,201,580,99.86,152,0,34039266825,43909043486
200000000,200002745,199998745,1472,109,232,539,109.86,191,0,20626048866,32230076841
300000000,300003921,300000921,1472,92,303,660,112.53,289,0,17034132444,28291077135
400000000,400002902,400000902,1472,184,382,951,83.59,388,0,14350832507,26286553680
500000000,499985164,499995164,1472,393,642,895,90.07,638,0,12757304649,25068962669
600000000,600003106,600000106,1472,601,746,903,50.32,746,0,11427122365,24284700569
700000000,700011844,699997842,1472,625,736,965,34.83,736,0,10097728925,23814368882
800000000,800000542,800008542,1472,657,746,1191,26.76,745,0,9054284894,23396110995
900000000,900001680,900001680,1472,694,746,1214,16.16,745,0,7733039929,23065315117
1000000000,956280208,999996425,1472,1270,1328,1928,15.30,1329,0,7123024224,23060641359
