Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,85,140,228,18.63,150,0,248381038977,255797983176
20000000,20000342,20000342,1472,75,142,372,18.89,150,0,130456506878,138034746675
50000000,50000581,50000581,1472,20,173,515,85.92,137,0,58542625791,67530595724
100000000,100001125,100000625,1472,104,193,498,99.23,151,0,34396850315,43908499562
200000000,200002630,199998630,1472,86,212,545,108.32,152,0,20733874909,32223711487
300000000,300003720,300003720,1472,107,283,608,110.49,282,0,16593570696,28292852003
400000000,399999217,399999217,1472,186,371,680,82.52,383,0,14518763950,26286802760
500000000,500009790,499997290,1472,365,592,914,80.22,583,0,12838931687,25066042804
600000000,600003832,600000832,1472,633,748,921,49.45,747,0,11695004405,24286588799
700000000,700012049,699994549,1472,656,740,1021,35.06,741,0,10474811504,23816467611
800000000,800016507,800004507,1472,677,748,880,24.00,747,0,9390959147,23394734088
900000000,900007010,899998010,1472,697,745,817,11.36,745,0,8208976899,23064441957
1000000000,956641779,999994013,1472,1305,1336,1434,6.63,1337,0,7383590616,22888109348
