Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,86,149,357,13.00,150,0,248749737222,255774534841
20000000,20000342,20000342,1472,43,151,2278,31.02,151,0,131325289889,138212501083
50000000,50000665,50000665,1472,29,134,592,16.97,136,0,59111346519,67541000602
100000000,100000710,100000710,1472,28,168,536,100.10,118,0,34153434147,43911269713
200000000,200002839,199998838,1472,34,220,515,104.12,159,0,21941010925,32224650960
300000000,299998752,300001752,1472,108,280,612,114.61,274,0,16543692771,28274640198
400000000,400004227,399998226,1472,179,382,653,89.30,386,0,14112766949,26290795647
500000000,500000502,499993002,1472,300,535,969,79.52,522,0,12988164486,25087599928
600000000,600006163,600000163,1472,626,752,1031,50.13,751,0,11802666550,24284143677
700000000,700003936,699993435,1472,626,751,1046,37.43,752,0,10657726478,23814006751
800000000,800001221,800005221,1472,681,750,1085,24.33,749,0,9636707497,23393756406
900000000,900000561,899996061,1472,703,760,1226,17.78,758,0,8676296905,23066092795
1000000000,957126920,999996528,1472,1284,1332,1541,10.10,1331,0,8260219207,23259080681
