Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,11,132,245,20.66,128,0,248434629065,255966782875
20000000,20000340,20000340,1472,17,152,252,5.48,152,0,130127410178,138029452928
50000000,50000491,50000491,1472,88,201,505,103.07,139,0,58937189826,67536507645
100000000,100000634,100000634,1472,87,181,530,93.39,138,0,33678653005,43912058076
200000000,200004733,199998733,1472,91,243,514,121.42,226,0,21503773371,32222898764
300000000,300004734,300003233,1472,112,303,577,106.51,304,0,16480839413,28272628721
400000000,400015708,399999708,1472,214,382,771,69.27,385,0,14746140557,26267219845
500000000,500009605,499994604,1472,538,731,1003,63.43,731,0,13253600317,25084992798
600000000,600005743,599999743,1472,613,729,879,48.92,730,0,11941169605,24285024945
700000000,700005080,699994580,1472,646,737,862,36.14,736,0,10533802353,23818028954
800000000,800008897,800004897,1472,659,740,1108,25.20,739,0,9626820440,23392476084
900000000,900005721,900001221,1472,705,745,1187,14.56,744,0,8566561600,23065448047
1000000000,956788816,999991680,1472,1293,1322,1857,14.90,1328,0,7904647922,23023190530
