Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,16,139,4190,42.58,149,0,248787975554,255783220467
20000000,20000340,20000340,1472,106,151,1985,7.21,151,0,130823363926,138206660200
50000000,50000663,50000663,1472,65,135,437,14.00,136,0,58844340787,67517441790
100000000,100000585,100000585,1472,77,182,731,94.92,137,0,34604346982,43911647605
200000000,200000503,199998503,1472,109,228,512,107.41,164,0,22025244588,32223938711
300000000,299996107,300003607,1472,94,287,601,115.30,274,0,16858130242,28288947765
400000000,399996856,399998856,1472,177,369,660,86.41,378,0,14300526082,26288113548
500000000,500009392,499996892,1472,315,524,917,65.01,519,0,12968160342,25068697441
600000000,600004940,600001940,1472,642,754,1047,50.69,753,0,11807825179,24282214518
700000000,700012519,699998519,1472,654,747,901,36.11,750,0,10657084294,23815447890
800000000,800002037,800006037,1472,689,754,923,23.90,753,0,9647809488,23393180883
900000000,900001336,900001336,1472,700,753,828,12.92,752,0,8692670799,23067925884
1000000000,958620723,999994359,1472,1317,1341,1408,5.92,1342,0,7953246664,22872297881
