Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,74,144,4448,28.77,150,0,248719768325,255776361293
20000000,20000342,20000342,1472,66,137,363,20.02,149,0,130646228731,138034210317
50000000,50000656,50000656,1472,17,130,404,11.92,136,0,58510638754,67517634847
100000000,100000615,100000615,1472,15,177,532,92.53,137,0,34040633326,43907744279
200000000,200001323,199998323,1472,90,209,617,104.23,147,0,21406261681,32224771351
300000000,300003557,300002057,1472,109,280,568,111.11,285,0,16244427967,28285928957
400000000,400002410,400000409,1472,202,387,996,87.54,387,0,14233959518,26289255650
500000000,499996973,499996973,1472,373,572,937,84.54,557,0,12946897056,25068658850
600000000,600005705,600002705,1472,636,752,934,50.06,751,0,11670926062,24284492004
700000000,700006797,699996297,1472,654,743,952,36.14,749,0,10423118321,23810078636
800000000,800015487,800011487,1472,680,747,1058,23.83,746,0,9325903129,23393117679
900000000,900006667,900002167,1472,710,743,823,10.34,743,0,8159046147,23064814330
1000000000,957188069,999995473,1472,1299,1332,1884,16.73,1331,0,7498331503,23054557082
