Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,58,134,4130,45.75,138,0,248416259555,255965596969
20000000,20000344,20000344,1472,58,133,2053,25.02,130,0,130322652863,138036560713
50000000,50000662,50000662,1472,13,199,545,107.72,138,0,59136933639,67545157079
100000000,100000334,100000334,1472,68,177,539,96.34,138,0,33444025092,43914520875
200000000,200002342,199999342,1472,105,217,502,91.24,162,0,21829751410,32224716444
300000000,300005125,300002125,1472,93,305,644,109.84,294,0,16750121624,28293184445
400000000,400004159,399998159,1472,177,395,917,73.07,398,0,14703009610,26287482569
500000000,500000900,499993400,1472,479,729,893,65.73,731,0,13218329030,25086553359
600000000,600006050,600003048,1472,612,724,879,47.78,724,0,11898233430,24281447432
700000000,700000503,699993503,1472,632,729,938,33.35,729,0,10533148973,23812761668
800000000,800007947,800007947,1472,658,738,1050,23.90,737,0,9600181984,23396392332
900000000,900007784,899998784,1472,689,740,816,11.66,742,0,8545739101,23070509276
1000000000,959085549,999996488,1472,1276,1330,1468,7.48,1330,0,7944111696,23053392716
