Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,72,131,328,20.49,124,0,248457189447,255782791107
20000000,20000344,20000344,1472,11,131,1658,25.50,122,0,131039764328,138023747838
50000000,50000659,50000659,1472,48,133,430,13.78,137,0,58567666047,67539699638
100000000,100000735,100000235,1472,65,181,533,103.03,137,0,34262598159,43911025351
200000000,200002426,199999426,1472,36,217,552,107.05,171,0,21037884559,32229978637
300000000,300006004,300001504,1472,105,291,579,116.29,276,0,16940378012,28288106242
400000000,400005858,399997857,1472,175,375,669,88.94,380,0,14395146147,26288502594
500000000,500002944,499992943,1472,349,574,938,86.40,559,0,12945732872,25087059273
600000000,600001234,600004234,1472,624,749,898,49.67,749,0,11664984039,24288247808
700000000,700000971,699993971,1472,653,741,868,35.01,748,0,10413082559,23813786426
800000000,800006792,800002792,1472,666,745,841,23.66,744,0,9340497477,23394453356
900000000,899957488,900002486,1472,692,744,1166,14.25,744,0,8150780127,23068984282
1000000000,956208894,999995425,1472,1291,1331,1475,10.34,1331,0,7355391039,22967093647
