Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,83,153,4425,81.21,151,0,248630292343,255969064158
20000000,20000342,20000342,1472,68,149,352,19.92,152,0,130831356888,138209299205
50000000,50000649,50000649,1472,99,157,712,64.03,137,0,58426600908,67519094013
100000000,100000135,100000135,1472,100,178,625,90.42,137,0,33933598986,43913771933
200000000,200003552,199999552,1472,86,227,550,115.17,196,0,20973857346,32223799311
300000000,300001811,300001811,1472,83,295,563,109.70,296,0,16394485346,28290623492
400000000,400003259,399997259,1472,182,392,978,83.29,396,0,14630657262,26289781318
500000000,500000741,499993241,1472,460,731,920,65.21,732,0,13182261662,25083205227
600000000,600008264,600002264,1472,619,735,952,49.73,735,0,11927403690,24286601031
700000000,700005133,699998133,1472,644,726,1114,33.70,725,0,10580231935,23813457673
800000000,800009509,800005509,1472,676,734,1141,23.73,732,0,9650902466,23393002886
900000000,900008558,899999558,1472,705,740,1318,14.21,742,0,8579565919,23065066393
1000000000,957660368,999996313,1472,1281,1328,1424,9.64,1329,0,7780623611,22880893079
