Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,70,144,277,17.46,150,0,249188390094,255767101883
20000000,20000346,20000346,1472,73,135,1980,37.20,133,0,130861573122,138031299552
50000000,50000661,50000661,1472,69,154,580,78.49,135,0,58884958702,67542365126
100000000,100000548,100000548,1472,66,160,496,85.79,116,0,34221117158,43896110076
200000000,200001340,199998340,1472,72,201,512,107.11,135,0,21304726739,32228224086
300000000,300005565,300002565,1472,84,280,599,114.29,270,0,16610325351,28289939172
400000000,400001442,399999442,1472,171,371,887,87.52,377,0,14173662117,26287842359
500000000,500002865,499995364,1472,279,483,978,79.61,483,0,13159041419,25083195238
600000000,600011130,600002130,1472,619,751,891,49.52,751,0,11816927575,24286520121
700000000,700008409,699994409,1472,646,746,890,35.68,750,0,10672206355,23814045171
800000000,800003531,800007531,1472,671,751,846,23.98,750,0,9630861146,23393728203
900000000,900005893,900001393,1472,695,757,1324,19.70,756,0,8669380830,23067738145
1000000000,956826026,999992484,1472,1310,1340,1908,13.08,1341,0,8014745953,23031070325
