Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,17,142,4513,31.26,150,0,248911366031,255796236387
20000000,20000340,20000340,1472,106,154,1662,9.85,151,0,130585891260,138041873000
50000000,50000657,50000657,1472,65,165,503,74.00,138,0,58525196756,67539809331
100000000,100000534,100000534,1472,22,194,653,93.58,153,0,34691453111,43915009762
200000000,200001662,199999662,1472,94,203,531,100.16,135,0,21298949383,32224581471
300000000,300003911,300000911,1472,77,285,548,115.35,273,0,17016564532,28294648929
400000000,400015913,399999911,1472,180,381,981,87.00,386,0,14307792832,26288443708
500000000,500030492,499995489,1472,363,591,951,81.12,581,0,12885924906,25085271268
600000000,600003755,600000755,1472,628,754,874,50.28,752,0,11671538372,24264163411
700000000,700011687,699997685,1472,648,742,959,36.18,748,0,10457073118,23813924277
800000000,800006791,800006791,1472,680,745,833,23.47,744,0,9358659936,23394312384
900000000,900000906,900000906,1472,711,749,830,12.25,749,0,8161044224,23065914489
1000000000,958589094,999994226,1472,1291,1328,1879,16.73,1329,0,7316766252,22883929325
