Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,25,134,4378,50.38,144,0,248908959781,255790070559
20000000,20000339,20000339,1472,71,153,2258,27.29,151,0,131520136036,138023499727
50000000,50000659,50000659,1472,58,128,448,17.61,127,0,59144312122,67539357193
100000000,100000650,100000650,1472,92,178,633,86.10,140,0,34169894815,43911680077
200000000,200001807,199998807,1472,85,205,524,107.78,139,0,21163669808,32225140907
300000000,299998639,300000139,1472,81,282,610,113.85,273,0,17071669283,28276447317
400000000,400015454,399999454,1472,152,371,671,90.23,377,0,14481516805,26287359072
500000000,499991029,499996028,1472,316,561,966,76.96,549,0,12916945703,25078369639
600000000,600007309,600001309,1472,638,754,893,50.44,753,0,11742505635,24281650480
700000000,700006173,699995673,1472,657,746,996,35.97,749,0,10537223941,23813095493
800000000,799999387,800007387,1472,688,751,836,23.87,750,0,9494860077,23393909428
900000000,900000131,899995631,1472,713,763,1251,20.95,761,0,8533514353,23067000964
1000000000,958419300,999993611,1472,1286,1337,1480,6.86,1337,0,7760589341,22874635316
