Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,50,136,4172,49.75,145,0,249032808888,255784296674
20000000,20000338,20000338,1472,80,155,369,23.85,152,0,131661542667,138207520031
50000000,50000660,50000660,1472,13,167,514,78.19,136,0,58926482386,67522459472
100000000,100000489,99999989,1472,97,182,533,96.85,137,0,34230783254,43909652997
200000000,200005552,199998552,1472,106,211,551,107.85,146,0,21024611002,32227347195
300000000,299995056,300002556,1472,100,277,567,110.34,274,0,16378218578,28273419791
400000000,400008711,400000710,1472,182,377,647,86.00,383,0,14737439590,26287807971
500000000,499990630,499998130,1472,332,544,922,71.89,532,0,13031013467,25087195207
600000000,600006775,600003775,1472,623,761,999,51.82,760,0,11791753449,24283374407
700000000,700010593,699996593,1472,639,738,966,34.86,738,0,10605451340,23811893412
800000000,799999047,800003047,1472,671,746,854,23.64,745,0,9593392389,23393310483
900000000,900004947,900000447,1472,703,753,1214,16.73,752,0,8597635839,23068475273
1000000000,958150536,999992972,1472,1286,1336,1912,14.93,1336,0,7799596334,22849022647
