Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,19,141,259,18.06,150,0,248364376520,255795695516
20000000,20000340,20000340,1472,68,157,2353,24.52,153,0,131003178035,138023761955
50000000,50000589,50000589,1472,13,142,492,64.76,117,0,58899571287,67539591162
100000000,100000267,100000267,1472,67,171,541,91.97,129,0,33923634471,43911293314
200000000,200004274,199999274,1472,43,198,529,104.09,126,0,20394550255,32223021289
300000000,300004295,300001294,1472,94,282,595,114.72,271,0,17074085843,28272474030
400000000,400009373,399999373,1472,181,385,951,85.64,390,0,14302343640,26289242795
500000000,499989331,499996830,1472,336,560,938,92.70,537,0,13078728658,25086879166
600000000,600005094,599999094,1472,558,750,952,49.69,749,0,11721263545,24283122405
700000000,700010958,699996957,1472,654,745,871,36.67,749,0,10516323816,23814049758
800000000,800008761,800008761,1472,678,745,837,23.26,745,0,9434955635,23393400325
900000000,900004345,899999845,1472,700,753,839,15.00,753,0,8280806428,23071040280
1000000000,957107030,999997183,1472,1299,1331,1578,9.38,1330,0,7566952934,23081614360
