Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,83,151,257,4.90,151,0,248581734239,255966273375
20000000,20000340,20000340,1472,19,153,1765,9.95,152,0,130339959767,138040685833
50000000,50000663,50000663,1472,74,134,379,12.77,137,0,58949779400,67536677197
100000000,99999917,99999917,1472,84,185,752,95.21,149,0,34223701421,43895975875
200000000,200004644,199998643,1472,91,225,640,103.80,178,0,21999965405,32227079566
300000000,300001666,300001666,1472,89,286,575,112.36,286,0,15904401886,28291082752
400000000,400015165,400001165,1472,185,383,891,86.28,386,0,14198552931,26286194307
500000000,500003978,499996478,1472,344,580,970,88.05,565,0,12913107296,25086030766
600000000,600001272,600001272,1472,635,749,950,49.90,749,0,11701379631,24284865169
700000000,700001595,699994595,1472,641,745,992,37.20,749,0,10499398348,23814038234
800000000,800008014,800004014,1472,672,746,944,24.08,745,0,9400698559,23392724559
900000000,900004517,900000017,1472,690,747,988,12.08,747,0,8306650622,23068907595
1000000000,956933969,999997119,1472,1250,1333,1739,8.94,1333,0,7727721042,23077549434
