Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,26,134,255,20.59,150,0,248486992646,255798216477
20000000,20000342,20000342,1472,67,136,1849,26.72,149,0,130760343719,138040293916
50000000,50000639,50000639,1472,78,144,752,20.54,149,0,59798020530,67517434520
100000000,100000818,100000318,1472,57,192,635,90.95,156,0,34768465138,43914193677
200000000,200000397,199999397,1472,106,211,529,108.02,158,0,20686582706,32225240604
300000000,299995858,300003358,1472,125,323,581,115.84,305,0,17816076038,28294761802
400000000,400003734,399999734,1472,197,389,903,87.39,389,0,14146243200,26288268684
500000000,500004430,499994430,1472,310,572,953,94.48,553,0,12939824116,25085583523
600000000,600009794,600000794,1472,622,750,887,49.81,749,0,11581030780,24284838926
700000000,699997694,699997694,1472,636,742,1027,35.83,747,0,10275927487,23813769408
800000000,800011412,800007412,1472,679,749,1069,24.62,748,0,9160892991,23394857569
900000000,900007354,899998354,1472,711,751,1198,14.49,752,0,7801301879,23058685589
1000000000,956876155,999995316,1472,786,1333,1933,29.72,1334,0,7332929458,23078186134
