Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,15,134,250,21.52,140,0,249233617522,255972481127
20000000,20000342,20000342,1472,78,142,378,17.78,150,0,130341352819,138033375650
50000000,50000667,50000667,1472,75,128,442,15.36,136,0,58533901791,67540117319
100000000,100000380,100000380,1472,86,177,511,89.90,136,0,34014601646,43908872876
200000000,200002517,199998517,1472,106,245,667,109.61,174,0,23131804491,32225568520
300000000,300000406,300000406,1472,75,284,627,112.18,286,0,16018869710,28290484201
400000000,400000439,400000439,1472,178,372,739,83.55,383,0,14387944243,26287399093
500000000,500007242,499994742,1472,385,592,942,78.73,584,0,12838604827,25086320841
600000000,600003871,600000871,1472,636,749,977,49.48,749,0,11686520745,24282370248
700000000,700012415,699998413,1472,656,737,847,34.28,737,0,10445787687,23812528917
800000000,800006792,800010792,1472,666,746,999,24.45,746,0,9340332309,23390641000
900000000,900002024,900002024,1472,712,743,979,10.49,743,0,8158654959,23064221526
1000000000,959343443,999993931,1472,1265,1334,1573,7.55,1333,0,7316490241,22893799040
